"N","Time","avg(X)","avg(Y)","avg(Z)","avg(k)","avg(rank)","avg(rank_input_1)","avg(vtkValidPointMask)","max(X)","max(Y)","max(Z)","max(k)","max(rank)","max(rank_input_1)","max(vtkValidPointMask)","med(X)","med(Y)","med(Z)","med(k)","med(rank)","med(rank_input_1)","med(vtkValidPointMask)","min(X)","min(Y)","min(Z)","min(k)","min(rank)","min(rank_input_1)","min(vtkValidPointMask)","q1(X)","q1(Y)","q1(Z)","q1(k)","q1(rank)","q1(rank_input_1)","q1(vtkValidPointMask)","q3(X)","q3(Y)","q3(Z)","q3(k)","q3(rank)","q3(rank_input_1)","q3(vtkValidPointMask)","std(X)","std(Y)","std(Z)","std(k)","std(rank)","std(rank_input_1)","std(vtkValidPointMask)","vtkValidPointMask"
1,660,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0,0,0,0,0,0,0,1
1,664,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0.03,0,0.0044,368.77,0,0,1,0,0,0,0,0,0,0,1
1,668,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0,0,0,0,0,0,0,1
1,672,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0,0,0,0,0,0,0,1
1,676,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0,0,0,0,0,0,0,1
1,680,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0,0,0,0,0,0,0,1
1,684,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0,0,0,0,0,0,0,1
1,688,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0,0,0,0,0,0,0,1
1,692,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0.03,0,0.0044,368.76,0,0,1,0,0,0,0,0,0,0,1
1,696,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,700,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,704,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,708,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,712,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,716,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,720,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,724,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,728,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,732,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0.03,0,0.0044,368.75,0,0,1,0,0,0,0,0,0,0,1
1,736,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0,0,0,0,0,0,0,1
1,740,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0,0,0,0,0,0,0,1
1,744,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0,0,0,0,0,0,0,1
1,748,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0,0,0,0,0,0,0,1
1,752,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0,0,0,0,0,0,0,1
1,756,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0.03,0,0.0044,368.74,0,0,1,0,0,0,0,0,0,0,1
